Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4,Estimated_Read_Number_t5,Estimated_Read_Number_t6,Estimated_Read_Number_t7
-0.003922607923465741,-79.32175404990332,,407,454,147,139,27,6,1,6
0.05862163694585446,-1999.105634786305,,500,2502,2828,2550,1110,2169,707,552
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.03531642399162055,-1358.2101034563327,,998,2855,2846,3774,3087,4225,1680,1855
-0.01967144804045328,-42.49753765938732,,472,360,114,95,80,25,8,9
0.017093728302940082,-290.47802434998135,,901,1664,1069,593,599,549,161,69
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
-0.0018360722130748939,-44.8339085177313,,317,371,188,164,71,75,19,3
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.01593878206497513,-763.8119866007327,,1827,3283,1930,1527,1266,1323,338,12
0.03675500596544378,-1068.6778943329875,,466,1380,1583,1263,493,684,240,5
0.0065970619008413715,-79.20410824549035,,368,528,267,163,75,25,5,26
-0.0193624798584753,-42.09102654295725,,471,362,125,105,35,7,2,11
0.014644427948580403,-419.8321283146282,,1132,1972,1063,834,470,581,153,11
-0.014321335150351494,-48.655820961868145,,469,407,155,104,16,1,1,5
0.0067236018841434556,-131.01393352887436,,538,775,469,319,66,86,18,13
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.011858870505541404,-86.4234935229155,,212,345,313,174,52,20,5,9
-0.0077908465083993805,-26.95968860618894,,164,166,85,37,21,9,2,2
-0.007117763788937829,-92.96285007805547,,1515,1565,663,595,641,538,140,145
0.011409605285679896,-170.74938791562164,,568,915,362,488,263,111,36,129
0.051469655906373486,-4438.038697586837,,922,3887,3586,3213,2234,3840,1145,16
0.0014138635152310258,-31.68113508289598,,8,10,0,6,3,6,2,0
-0.002820626170446207,-61.12163302373694,,725,830,559,361,357,409,109,115
-0.016229025799662726,-58.11665656767516,,528,438,152,202,154,96,25,22
-0.9999999,-251.17985823169113,,331,0,0,0,0,0,0,0
0.04342486768768824,-130.01284437578093,,1,3,95,49,3,2,0,9
-0.019904706814396864,-20.663502349631244,,159,120,50,17,7,4,1,0
0.02519116761415735,-158.9266999060401,,127,284,380,196,73,81,26,2
-0.00741742735139831,-77.9821381572547,,666,683,587,564,456,343,111,259
-0.0005723714332660484,-70.23279755750622,,202,244,143,72,8,9,1,0
0.004127965440784698,-71.83745030521763,,409,553,492,373,179,76,27,38
0.02449591654845676,-262.2397165430678,,72,158,548,309,31,32,17,2
-0.002414010379900716,-65.88082454149924,,655,757,391,278,95,76,14,23
0.01714044064541809,-106.7816860199456,,249,460,403,279,121,116,59,27
0.0023979552163636703,-69.56008887171056,,733,951,736,475,449,416,138,110
0.012796589188163045,-208.84161152261348,,1032,1719,1611,1977,1175,1072,336,356
-0.011470932497283976,-47.60837337587622,,362,336,97,61,18,6,3,12
-0.0006250390956491006,-49.00211495902879,,794,958,604,598,363,346,82,85
0.005855075060583217,-24.43037606769176,,25,35,40,11,6,7,2,0
0.010868790987127792,-210.31697077862438,,326,518,168,212,56,13,2,0
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.02933609760084927,-670.6135818192663,,463,1147,1127,858,645,797,264,3
0.003956297364582353,-100.13525266983291,,1442,1943,1679,1726,1112,1097,383,851
0.005066673446545964,-118.86625765366426,,710,982,411,426,253,125,25,40
0.002447376065733059,-74.14969889727493,,492,639,327,312,117,101,25,14
0.022246666676157392,-108.80871587493749,,141,294,327,184,87,147,25,20
0.03677163649921734,-1147.890981966029,,971,2877,1815,2025,2202,2414,875,572
-0.012137978278532672,-53.825762054047075,,627,574,187,191,106,58,15,30
0.02694922829947302,-1274.8587944166309,,1899,4445,2360,2463,1616,1847,596,84
-0.0040316516217946356,-42.062863312177846,,861,958,551,519,317,249,73,84
-0.0013178555122307506,-72.04264818568038,,784,931,480,601,562,345,108,224
0.004489812620266875,-107.9975131313854,,1137,1552,1186,1330,1307,1111,376,476
0.013882046983195177,-321.6790195537993,,1137,1945,983,691,240,253,71,55
-0.701547761888866,-12.35058057348187,,65,0,0,0,0,0,0,0
0.03126283206449762,-445.05093627770464,,272,706,770,608,210,354,123,3
0.021466987841946894,-161.1556190060466,,262,537,265,345,66,73,23,57
-0.0015112320255773921,-58.26792546571508,,268,316,150,80,75,77,21,0
0.006347424497253049,-119.03498534861448,,907,1294,742,633,569,483,150,44
0.02783172660508358,-456.3655712754488,,708,1692,930,789,601,643,212,60
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.03561888314839632,-1039.510685718631,,498,1435,1479,998,947,1054,396,5
-0.0019607880607387853,-25.420889860023504,,44,51,10,19,9,7,1,0
-0.0015439700583002054,-67.78561025584985,,489,577,224,210,119,43,9,14
0.01481317386673239,-202.33244399266798,,58,101,414,217,16,13,6,1
-0.023953337473432725,-35.02407895529218,,132,91,30,10,0,1,0,2
0.00315078665046698,-62.15660186762008,,365,482,325,265,91,82,14,15
0.0003704670558833303,-4.426716929297369,,1,1,0,0,0,0,0,0
-0.010037468945541124,-43.93096532829453,,674,649,270,213,88,73,18,17
0.008127028377244473,-229.3781643178078,,1559,2322,1567,1632,2042,1706,701,764
-0.018785512673321052,-25.97696417093853,,426,332,140,71,39,17,4,1
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.02804429420933132,-269.72915190753145,,257,617,861,495,340,523,244,91
-0.00789410176207508,-32.53887685304575,,210,213,96,107,72,48,10,11
0.032435196345876355,-314.4943132863293,,219,584,825,607,157,292,91,41
0.008882884040758963,-99.80255623089738,,284,430,158,214,74,34,9,7
0.01052177129821497,-128.28308362842984,,739,1166,977,1326,1220,1252,412,795
-0.0005156462687635668,-61.49871733717207,,542,656,312,266,120,82,26,27
-0.02092232565350612,-36.06188209597107,,354,262,126,95,69,45,10,13
0.020200842427829473,-344.9106563907847,,773,1538,882,839,337,302,93,34
-0.0015956574125208164,-82.86110676033402,,444,523,195,234,86,20,4,7
-0.007784904193341765,-41.110722651787924,,500,508,394,257,131,73,25,71
-0.005754614694150507,-50.01391791995773,,448,478,230,172,49,23,8,8
0.04130926598273507,-1168.9742267397285,,375,1238,1683,1211,602,1007,330,7
0.04120186920079333,-386.73040362739727,,9,29,405,66,5,6,1,7
0.04936833866682565,-1461.4891886568967,,256,1026,2049,1540,195,523,154,14
-0.0039142445075433085,-61.96456775187543,,303,338,276,72,36,18,7,12
-0.026268882533141136,-26.313529469910193,,188,122,34,30,10,9,0,0
-0.003943432038875654,-51.61231683668065,,467,520,292,166,52,33,11,15
0.0065339697719215654,-93.89509564781665,,357,511,383,269,196,232,53,0
0.006066208424685294,-131.11669117301255,,857,1215,598,518,274,257,72,25
0.010754275510541093,-180.9578094284002,,625,991,447,583,240,78,21,35
0.02891002280746325,-427.73906994421156,,486,1192,1292,1472,726,671,194,162
-0.015932063478817406,-24.115355820190413,,72,60,17,18,7,2,0,0
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.015001001723356371,-202.05551550947476,,364,639,569,387,206,166,69,1
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
-0.010553706243625286,-41.34186408861748,,536,510,228,196,88,38,9,24
0.007808008567379756,-148.7628478851745,,879,1299,661,649,435,366,92,21
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.0008622382083353503,-70.98085200529863,,431,539,260,322,230,118,34,73
0.00029645634306677687,-57.11986712220966,,648,800,459,405,301,228,58,33
-0.012442230410932386,-32.544013382972764,,442,401,191,170,85,38,11,6
-0.011569214143341626,-50.875375894337964,,635,589,321,296,227,190,46,81
-0.011264606433936572,-85.8396351453002,,453,423,310,301,316,243,89,209
-0.005566514209624107,-52.42721398624208,,377,404,240,305,269,176,60,135
-0.018788233048511075,-32.93301877832486,,350,273,88,63,42,17,4,10
-0.012549332518185831,-58.88062985391691,,460,417,185,258,193,111,31,75
-0.010058259534509735,-49.43947870038637,,285,274,103,149,38,35,6,9
0.006755538645808527,-82.80845430307937,,457,658,328,250,161,110,28,52
0.047973660661592345,-1788.4201659134856,,454,1760,1494,1484,1456,2152,755,12
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
-0.009789958054607435,-48.57628897025921,,402,389,178,210,186,110,21,24
0.01424562487925559,-168.4444554221753,,416,717,249,228,103,39,10,11
0.004298849783197358,-118.28042121633405,,623,846,351,497,307,136,26,60
-0.004962336429946281,-55.05810792571415,,1460,1588,857,781,562,534,130,158
0.04987051346741721,-899.731619802142,,181,734,1123,1040,238,705,211,14
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
-0.008365092975863903,-41.57157840634163,,426,427,285,157,110,89,25,37
-0.0083692551368925,-43.60393638144359,,401,402,160,166,100,35,7,8
-0.02729359215155739,-26.2248244538017,,151,96,21,23,6,3,0,0
-0.0046055123422715834,-50.15245021584242,,425,466,311,340,192,144,49,55
0.010852372357747258,-92.7730362491899,,243,386,409,363,137,97,33,88
-0.0032275401721491657,-59.30324747548889,,1172,1329,817,878,430,372,92,102
0.00584999021368415,-64.93023305627293,,153,215,59,63,7,3,0,6
-0.0059459392731649584,-31.980870581282293,,174,184,75,56,42,10,3,5
0.0010511336569627924,-78.87709280339857,,593,745,545,347,131,141,24,8
0.0038586258784764037,-73.18147316379745,,610,820,541,669,686,532,174,385
-0.011540551344874887,-5.857794819879105,,1,0,0,0,0,0,0,0
0.04608694773946441,-1992.4751489216537,,646,2393,1276,1237,1574,2059,663,11
0.009727732568752624,-87.10223267526034,,291,450,211,216,78,35,3,16
-0.020829031232119145,-8.152978254452183,,12,8,2,2,1,0,0,0
-0.014005021689209675,-39.76767501839359,,407,356,246,160,70,52,18,35
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
-0.006662760605319523,-72.17715589125771,,914,954,375,471,393,256,78,153
-0.010443230690533134,-10.042263435978029,,1,0,0,0,1,0,0,0
0.041411897060200736,-1890.4418163707737,,702,2325,1769,1834,3877,3623,1332,79
-0.014839039633523227,-6.163742395457122,,1,0,0,0,0,0,0,0
-0.01282819911781115,-26.60638634790979,,157,141,65,64,33,29,5,4
0.0013423866571905564,-73.87849230005557,,476,602,338,598,437,303,101,227
0.001965718206132526,-67.4010732806873,,259,332,114,145,40,11,2,14
0.014321022154019484,-100.88706086149978,,235,406,171,265,104,60,10,34
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
