Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.023381776749006673,-61.17295494902663,,392,275,35,132,21
-0.011026681927625029,-31.49333830454838,,566,534,55,219,79
-0.005258186799050931,-24.656883382507353,,763,827,73,237,112
0.06390106018552447,-791.8190190650523,,250,1425,132,7,379
-0.042482432528306996,-7.338309425344103,,56,24,1,1,0
-0.02216524821627655,-49.696328287291834,,275,198,26,111,21
-0.011087357380158189,-17.84437359441775,,321,302,25,62,24
-0.0050947262147586925,-25.57441162561826,,1012,1101,110,234,96
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.05177324641786992,-871.2578809063235,,380,1619,105,4,273
-0.005818843232515328,-44.987194175052906,,574,614,80,263,110
-0.003971749056379266,-30.58923289557268,,444,496,63,159,67
0.06883960809723834,-2028.8805031562176,,483,3100,214,9,946
-0.012471718590154522,-34.41975509994661,,462,421,50,162,43
0.0029428090404222994,-39.69850978216018,,989,1305,123,372,278
-0.0095421482276979,-32.50689911681636,,547,535,64,155,45
-0.0036416264839220537,-23.409922626579565,,350,394,40,200,101
-0.013185740118615556,-2.42404016115191,,2,1,0,0,0
-0.9999999,-19.19623427865311,,283,0,0,0,0
6.416261978382798e-05,-34.9350175597815,,886,1091,88,275,193
0.004560338509155136,-53.43305077458609,,1100,1509,131,543,433
-0.9999999,-49.19186746497406,,56,0,0,0,0
-0.03952826074328597,-5.586323724071398,,1,0,0,0,0
0.00850873469610652,-53.768638447378095,,569,858,65,259,241
-0.012424505539512774,-47.163942365112284,,355,324,47,158,43
-0.006276024060418809,-22.532451891386756,,872,922,82,213,100
0.011557759314965915,-73.77899337467068,,912,1480,179,1538,1260
-0.0006976943352885265,-45.63272972095089,,913,1104,97,554,356
-0.026308932931316312,-52.72647537179727,,216,141,21,70,7
-0.07287225443686997,-13.497159389332037,,517,110,1,0,0
-0.004520663231646167,-19.215545238003607,,250,275,28,110,54
-0.003642149820171498,-61.534353707571356,,147,165,4,0,2
0.0648797499200706,-3069.303328719758,,792,4623,267,7,1163
0.007263034498843068,-110.69067035044358,,1043,1527,95,463,510
-0.00747556120422759,-22.695720245111612,,88,90,12,71,33
-0.002961826960355675,-28.590982405194325,,1077,1233,108,329,178
-0.0015959378557349408,-28.20353720081293,,691,818,84,257,147
0.0007426131851237102,-52.58997812445627,,957,1198,106,499,284
0.0001798786008769199,-45.39319328282544,,374,462,73,450,245
-0.029917225981856692,-82.00014790243061,,351,210,29,120,12
-0.00394403074615008,-63.49891237840354,,553,618,94,553,265
-0.00899502653206919,-21.0412895637793,,539,534,39,114,53
-0.010024927810779016,-20.749370713620515,,496,479,41,100,41
-0.011550713485756911,-54.27770999809195,,694,647,82,321,100
-0.01087725898872556,-36.696799224196155,,678,642,33,139,83
-0.03769997222517851,-21.587131653486185,,509,253,7,9,2
-0.013529011815679653,-20.270760896331055,,299,265,25,69,20
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.015154353325622406,-22.772726456075826,,1061,907,54,105,51
0.010605754596264127,-56.11158650375816,,854,1355,149,849,725
-0.006818296716428619,-27.47108506056177,,698,729,72,256,115
-0.00977764739127892,-40.083513046009976,,573,557,26,66,57
-0.006373643309661722,-38.795281352683276,,520,548,28,119,90
0.03160773364454225,-8.554156456557855,,1,2,0,1,4
-0.006151282184111092,-40.97332033784991,,1166,1237,81,199,123
0.00569083953941676,-43.19256972909212,,905,1276,122,564,415
-0.07513954545730078,-8.141349315898553,,282,57,0,0,0
0.004598437577093041,-51.563347617900504,,1218,1673,147,566,427
-0.002492819164397111,-41.38748078652843,,1387,1607,125,218,146
-0.014728192706445438,-18.23158099507953,,174,150,14,50,15
-0.012077161668110115,-26.033153083287175,,474,436,42,167,57
-0.01785910596413957,-16.724099031377037,,293,234,18,44,11
-0.06731493227032972,-8.917780694635569,,196,47,0,0,0
-0.012409049635288091,-56.14583173083812,,284,259,47,118,22
-0.009751678861458099,-32.35095469216702,,633,616,66,255,88
-0.017305497211188747,-18.614089192806944,,366,297,24,59,16
-0.01159692226861115,-45.48005227531068,,356,331,46,199,66
0.07394784250068917,-3051.4498944874526,,602,4368,290,12,1557
-0.0036509109245354623,-25.04352941910534,,702,791,66,165,101
-0.008520693777544533,-21.753311253012306,,260,260,27,105,43
-0.005160260407692793,-24.728691092711443,,594,645,62,252,121
-0.00962340810365781,-31.60719679893745,,648,632,62,257,104
0.0023460975454002624,-67.41507079116995,,1019,1326,87,362,311
-0.9999999,-0.5672116442573554,,21,0,0,0,0
-0.007458558050468685,-40.22170792760329,,407,418,51,305,133
-0.010756902156688258,-78.67442747952865,,315,299,53,338,131
-0.010645178489813879,-25.226942746638017,,275,262,26,143,57
4.0954540796771244e-05,-186.40624101700323,,427,525,19,0,14
0.06966114971618104,-2083.5094179622515,,491,3214,232,9,995
-0.011377871554268493,-46.178313857526206,,107,100,1,0,2
-0.0023163117516009,-44.68243634332645,,737,857,56,182,124
0.05090514843326856,-507.01802180231147,,263,1097,79,4,172
-0.0177930926408983,-38.87481633268001,,309,248,31,101,20
0.00675945752476645,-39.618604995978664,,499,721,60,160,164
-0.006388497816490395,-25.23851504629565,,823,868,71,225,118
0.05171275838467435,-1818.0740741955085,,724,3081,172,4,497
0.03838003108295018,-427.0742696251525,,629,1943,162,133,409
-0.01020450467258704,-20.198034861818137,,489,470,31,75,41
-0.009543648229593171,-26.742075938571837,,611,597,55,171,72
0.0629527662209004,-661.9409625234521,,231,1287,155,7,319
-0.01513511829887321,-15.707229727431912,,223,190,15,40,12
0.011984437654932026,-92.44711877176874,,658,1079,74,181,293
-0.02194525369027752,-22.46137758135485,,409,297,23,61,12
0.051666253440317327,-1386.1557877296138,,545,2316,109,4,393
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.051530891706701595,-516.4237265513518,,270,1144,111,4,179
-0.005494853682013696,-33.63811092307646,,1034,1114,83,283,171
-0.01083595237392905,-27.24490214408477,,386,366,37,115,43
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.9999999,-92.188511356672,,77,0,0,0,0
-0.03474923057145984,-30.03670911791769,,193,103,9,33,2
-0.00560580258529597,-40.75019089769358,,425,457,24,48,32
-0.9999999,-1.7544092632334403,,188,0,0,0,0
-0.00744968496222654,-31.501669241548115,,798,820,73,265,131
-0.027957573205716537,-36.561485739692245,,60,37,9,26,2
0.001666674469961378,-40.912437239977066,,1060,1357,141,659,420
0.0040567531386090745,-3.13610548997388,,1,1,0,0,0
0.0019311337274054092,-50.84052876623064,,846,1090,81,239,219
0.04436665821456075,-502.0165672359944,,608,2169,163,177,597
-0.006298949708454113,-27.657914929044935,,655,692,77,166,60
-0.00847540377471237,-29.525493958482713,,220,220,32,126,43
-0.025030973171996228,-48.29962779728493,,245,165,23,67,7
-0.004897964906180781,-31.58912625868983,,571,624,55,336,168
-0.011898337040010056,-28.825882927679018,,479,442,46,172,56
0.010401257001679341,-109.98003587144878,,1002,1582,115,550,631
-0.010912757500045906,-38.768291871109696,,579,548,57,254,98
-0.01203340449634679,-27.72792123887829,,878,809,60,225,98
0.06167657671676201,-2808.171695990715,,737,3983,219,6,973
-0.0016461559651103222,-5.124172162156405,,1,1,0,0,0
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.0016926972581887212,-22.728816279985086,,666,786,75,165,92
0.025951786836563465,-123.24718278393257,,430,986,99,354,718
0.006276075092111497,-64.45973426008106,,1213,1734,155,661,488
-0.014577766953106594,-28.16775391452277,,456,395,36,155,51
0.07906762760969854,-2114.387673708126,,366,3003,190,15,1371
-0.02925271686286821,-24.608679589224312,,82,49,6,28,3
0.020737305275529277,-6.820346538489152,,2,4,0,0,1
-0.0015197138430571144,-31.862101296165164,,935,1109,109,356,210
-0.0046666859240220415,-28.734693317038108,,769,845,70,292,163
0.0034404510678160754,-60.667995202572826,,1109,1481,121,452,385
-0.017201384524581892,-27.12661432192112,,235,191,21,75,19
-0.024641957820686768,-37.292088411538174,,292,198,20,87,15
-0.022404000944708177,-32.31803747035598,,317,227,20,103,24
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.005413642113724537,-24.963247856156393,,739,798,70,222,116
0.03878457583288583,-1363.555518864405,,714,2228,81,2,256
0.0018536971127770243,-42.96333026666115,,888,1142,120,511,344
-0.0036698311125220196,-41.234107815892145,,633,713,83,516,250
0.05217157945862175,-326.23510387973954,,269,1157,79,129,490
0.0020721832682782633,-10.700892504135597,,8,10,0,0,1
0.03423104761310553,-88.78389616832963,,120,335,23,18,57
0.03335958643406167,-192.50716368303017,,377,1032,69,104,228
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.011080579515191195,-52.91794499040701,,196,314,43,593,517
-0.0036793904299573335,-33.53999058064604,,1121,1262,104,433,241
0.05880432128927371,-143.3131022068498,,78,393,73,5,85
-0.0020177912305398274,-24.336700526356488,,566,663,63,210,108
-0.004308340132862966,-28.937063688461823,,884,980,76,269,155
-0.010451910164674671,-23.723780602334827,,346,331,18,42,28
-0.011263494747817885,-17.56332852689347,,444,416,34,69,24
0.07390335931765421,-3333.8441039252425,,666,4827,317,12,1671
0.06617130449115548,-1578.8056588905683,,414,2492,127,8,701
-0.07192296813839433,-36.16232269035798,,717,156,1,0,0
0.05509928919138571,-678.8613182518991,,292,1347,114,4,250
0.05093132877942094,-799.1545489235901,,370,1545,106,4,248
0.005997712889989479,-53.36653056173415,,966,1372,115,417,356
0.042297810270494424,-380.74818555675654,,263,892,62,2,103
-0.03376495021615486,-16.567747509150934,,660,361,14,13,2
-0.025950502065712013,-15.654966437738691,,838,553,28,41,9
0.04601851680959213,-551.8174643080243,,300,1113,72,3,155
0.001089822005605646,-33.61081293874369,,407,513,42,163,132
0.008318054641026359,-101.23023255914578,,283,425,28,0,11
-0.012365234015793512,-26.479175424815967,,266,243,26,126,45
-0.04994667112797861,-14.302811915852917,,40,14,1,2,0
-0.01966616513174495,-63.31808509473825,,443,339,48,128,16
-0.010755719385141096,-32.17504284627355,,670,636,69,178,54
-0.03425306567637499,-96.48056293689648,,189,102,22,62,1
-0.022476352555557917,-79.01869025207714,,419,300,43,186,34
-0.005689673449848864,-27.768106020491608,,717,769,73,206,82
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.0033576610054751503,-27.06617530817267,,735,834,78,308,167
-0.023439937142981947,-48.51161744405771,,369,258,28,143,29
0.007600877990298758,-45.851571298142474,,349,515,66,476,379
0.05709031339515773,-1355.830142495885,,470,2275,129,5,463
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.03589491719824718,-29.460968773888556,,2,1,0,3,0
0.003157748646879938,-36.26149512048498,,739,980,90,348,259
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.004988998881282834,-17.62083896109886,,305,332,31,72,35
-0.01069955505691202,-24.920591238433936,,298,283,30,120,45
0.0035531906720171575,-41.58453190385106,,385,515,69,521,300
-0.017047668212282308,-60.75873282599783,,374,305,47,153,29
-0.018752029479901074,-54.362721097534035,,332,260,38,135,25
-0.013589363947373988,-19.368410483047633,,706,626,40,60,31
-0.03300933050408055,-13.545122674532202,,221,123,4,2,1
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.010542549117180704,-44.372585247720444,,688,657,82,218,60
-0.03429322277482155,-7.279626397152342,,45,24,0,0,0
0.0014951817049388373,-35.34030927113317,,821,1046,86,264,193
0.042600454473591884,-492.1801684428835,,297,1015,58,2,126
-0.0033557336721762336,-39.024401844764334,,1465,1662,168,545,247
0.04078694410479762,-804.5217217388905,,533,1745,113,2,180
-0.019375813982807567,-32.366744692585755,,393,303,31,90,18
-0.03648631199605402,-15.347659225466316,,673,344,13,21,3
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.02540865909125359,-10.5716584251202,,6,13,3,1,0
-0.1152465460661464,-11.301988657308478,,565,43,0,0,0
-0.014294138739349118,-31.195642530884037,,268,233,30,99,24
0.07135031294659003,-625.0323237464045,,166,1131,204,10,405
-0.008879387849591618,-32.12834182144728,,456,453,51,243,95
0.007730099470778187,-54.260867739126155,,606,897,101,265,252
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.00408871869103005,-20.592394989799224,,593,661,60,141,71
0.06762346488777064,-2730.73985614118,,635,3958,256,9,1156
0.03966085406126839,-237.95121963721385,,150,478,20,2,62
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.0014482066983630502,-45.685774357938065,,1007,1196,108,508,324
-0.012331313576333831,-28.526007280052482,,473,432,41,175,63
0.009452912602046691,-83.22824102789319,,556,858,62,182,276
0.04437002880934565,-242.89774348618337,,169,603,53,2,76
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.0021309543744142375,-51.40209382956856,,741,959,112,877,533
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.036173437858002,-52.620583453439465,,397,204,4,0,1
-0.009807721151272927,-21.79480131996977,,509,494,45,153,60
-0.010249853787132342,-28.668636712740067,,345,331,35,178,71
-0.0058873083319827685,-21.61855450792161,,195,208,24,116,50
0.04845360038783979,-822.5467272942388,,419,1648,113,3,235
-0.005116875447751936,-31.4917273246579,,147,159,5,19,14
0.05461267472142744,-986.8185163488296,,360,1642,70,4,325
-0.009915380547410015,-22.279380668066576,,323,313,28,115,50
-0.030700309593889346,-52.47290025212172,,168,98,16,48,2
-0.0053786035396861205,-28.64335405349222,,897,969,101,269,118
-0.01653964768386525,-25.089164287618033,,107,88,1,12,7
0.03590862927211639,-21.555154166519134,,10,29,5,1,8
-0.9999999,-2.730095158042701,,244,0,0,0,0
-0.0005658689777020718,-35.41367371117092,,790,958,72,181,130
-0.012055630218795809,-39.407757076020054,,340,313,40,181,61
0.057968992282285844,-771.2208235781377,,265,1310,76,5,300
0.05810147711784726,-1444.4354177799155,,390,1934,47,5,486
-0.012961904974670698,-38.567963051524295,,334,301,36,181,62
0.07283052268378783,-1240.2601739406223,,278,1963,189,11,732
0.06289564707506394,-1052.8766701024733,,292,1625,97,7,452
-0.09496778189108221,-9.622273138806896,,127,15,0,0,0
-0.003792595318432724,-24.472275239100103,,334,375,36,211,107
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.0008432521415643384,-43.15420768442627,,931,1122,81,324,234
-0.01660845551010334,-26.55703335525767,,351,289,26,99,31
0.006445129425654503,-69.81043117083279,,1171,1681,150,633,558
-0.0005038499774800602,-37.178755593420775,,880,1069,81,230,169
0.0012639449353542926,-26.309595504351915,,496,628,62,284,176
-0.02682295467332993,-88.5862443478913,,263,169,31,121,14
-0.027047168969084285,-16.503565381255875,,561,360,17,31,8
-0.03269548693876734,-66.0695675986223,,394,221,15,142,25
-0.0045529478407113945,-34.269620440108014,,328,361,50,243,110
-0.00892641117033861,-18.484148859760833,,350,347,30,55,24
-0.00964516592100826,-22.942382183075456,,838,817,71,214,83
-0.014258069437803247,-35.12744703805264,,345,301,36,72,14
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.0074186927276611945,-20.3991361477816,,373,384,37,76,33
-0.006154678434738914,-38.19055804901868,,808,857,96,282,122
-0.002954511067833344,-24.215047514954044,,740,848,83,192,101
-0.006100363405683821,-3.647007145970036,,2,2,0,0,0
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.007763585423348109,-28.428803410707875,,287,293,32,164,74
0.008324542841822907,-29.55610737230537,,69,103,6,0,3
0.011300578955345763,-119.95633226205226,,1039,1676,123,260,406
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.010080828712510613,-55.15032186902175,,464,727,123,690,539
-0.00940636024055832,-28.423737258358553,,1166,1144,77,210,109
0.006934265803273281,-77.6232474815865,,522,758,46,39,47
0.004942829935692699,-36.749609009951946,,958,1326,133,397,287
0.004277970951965465,-83.53763409411609,,743,1012,57,151,188
-0.02624402938377359,-30.80904665407856,,286,187,15,76,14
0.0006053284687473895,-31.142580968677464,,496,619,71,271,166
-0.0014512073581989188,-32.46165550943009,,453,538,58,282,166
-0.01856649775344339,-54.97491223707661,,327,257,32,190,54
0.002527767219949608,-41.114970643695735,,634,828,90,643,394
0.0026538881812025747,-29.99452914253268,,518,679,74,215,149
-0.008379440002965794,-32.23040494644368,,582,585,56,294,118
-0.006869555434050687,-27.383734410212405,,1072,1118,109,237,99
0.006026141848187964,-81.35284212933374,,1098,1560,112,314,342
-0.022522022774466518,-32.63849241956297,,277,198,19,93,19
-0.005993211372477363,-35.388901212179206,,758,807,88,221,97
0.008682451825783383,-50.19347012318798,,397,601,75,667,535
-0.02658284874765664,-27.104772860931785,,466,302,23,59,7
0.07308226401199702,-308.2806676332632,,80,568,106,11,255
0.05914539203089156,-1890.6110272251528,,639,3250,238,6,656
0.05734984234759266,-464.93464754143304,,191,930,56,5,198
0.0748172142419763,-3388.91914357021,,611,4527,228,12,1729
-0.0058587268147401545,-54.263898928929564,,500,534,80,433,181
0.05974308376263934,-583.1209266347781,,213,1099,59,6,256
0.02322082581802385,-87.34496266247713,,719,1544,201,1244,1440
-0.07097997837483655,-20.879553284859483,,631,141,1,0,0
0.05473467768583318,-1532.67014094433,,527,2411,99,4,468
-0.012607232708394008,-22.738797621594557,,365,331,33,90,27
-0.016389910511904162,-67.09357686480786,,546,453,64,187,34
0.006762937150149045,-61.035079457972174,,563,814,54,262,275
-0.003963663761497165,-33.15550362400191,,693,775,54,189,131
-0.025993450593504774,-37.97478569591897,,196,129,16,47,4
0.049913896758053765,-1260.3849808148832,,535,2180,107,3,344
-0.004156769163396867,-40.105343068822634,,583,649,37,181,128
-0.008792480852168254,-31.947520183826743,,648,645,54,297,139
0.024198409273560987,-205.9409560991261,,592,1301,78,168,262
-0.005253625183648079,-20.173613980371478,,480,520,46,120,62
-0.01886965461108954,-27.47504128174779,,344,269,26,86,19
4.452061124317515e-05,-23.96697648663654,,255,314,31,130,87
-0.005437618823877134,-27.915317421838047,,681,735,59,276,142
-0.006389390847456123,-31.402873701490595,,1003,1058,95,284,117
-0.006554186174713097,-28.454698334370768,,896,941,76,282,133
-0.0027440111703278588,-52.489017401625354,,1602,1845,206,984,484
0.06748501953025278,-2468.499004491348,,608,3778,240,8,1061
-0.0073462044420248025,-24.065725324292007,,573,590,49,212,101
-0.007269957232593072,-26.708136867999976,,327,337,38,186,74
-0.040542408889418145,-26.79117606701027,,1,0,0,3,0
-0.027914778026730983,-17.370201609277554,,538,338,14,26,10
-0.0026414518707666996,-31.244751546430436,,774,893,85,415,218
-0.03125360257642446,-83.95558534517835,,277,160,26,80,4
0.020060286514794117,-104.4536030020124,,100,199,4,0,15
0.05501561460059229,-1426.2386022447718,,555,2556,156,4,453
-0.03856090425460859,-5.1114624561550475,,3,1,0,0,0
0.015397245035442514,-5.14696309457891,,2,3,0,0,1
0.023872631109877033,-255.0245826731437,,630,1374,70,55,141
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.06232030959569923,-1462.9752011830385,,467,2563,144,7,582
0.046267016353069894,-580.3745074005385,,313,1168,67,3,163
-0.006108786039766204,-27.818546552085376,,596,633,44,168,103
-0.010484899476580281,-22.5942577505295,,385,368,35,138,50
0.0552169453968719,-663.496533890142,,292,1351,134,4,246
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.00718230224999946,-23.375883513359142,,52,53,1,0,1
-0.02292170833400184,-47.23085963543579,,489,347,37,122,18
0.05544926629935917,-194.89832216342666,,95,442,48,5,94
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.04692014837508083,-112.53456465222195,,73,276,22,3,45
-0.017250807582733427,-47.16405303077697,,323,262,37,119,22
-0.02804261693545487,-14.64931723564649,,2,1,0,2,0
-0.016621638523285794,-34.6467863788376,,151,124,19,87,20
-0.0189593714505311,-36.85824900557368,,363,283,32,110,21
-0.002148760954426246,-43.37235863998485,,1236,1444,107,393,263
-0.012831928808770498,-23.86309366449516,,368,332,21,114,49
-0.02114646916830253,-71.72451404020204,,436,322,46,163,25
0.07764812211079818,-4777.195705414739,,784,6217,486,14,2541
0.012712853447386097,-7.882645556892527,,4,6,0,0,1
-0.0035290293702776535,-32.66706207786958,,16,18,0,0,2
0.0071350388151290986,-26.600151441910015,,70,102,12,59,45
-0.016549975932233243,-41.692650089785744,,549,453,42,195,63
-0.02364527991736237,-34.66979492227378,,276,192,21,50,3
-0.9999999,-63.47265394913432,,60,0,0,0,0
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.014760235793352899,-42.965192987790054,,564,486,53,247,72
-0.01242391992264664,-31.051683667884703,,432,394,34,180,61
-0.016011807544925975,-19.776756300754734,,261,218,16,70,26
0.06451918423740281,-1972.177086989032,,571,3304,283,7,810
-0.01878410134598796,-60.398873515867244,,315,246,38,151,30
0.002424200330479025,-30.067338545812152,,407,530,75,284,159
-0.9999999,-11.52511283648227,,279,0,0,0,0
0.044048561117323144,-255.49386405849563,,185,655,59,2,79
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.01681342097395939,-18.902667666327893,,1072,880,56,114,41
-0.009173387417845324,-36.19541424000427,,573,565,58,326,136
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.03786325076358841,-113.98392576262276,,122,372,37,2,33
-0.028948035611987215,-9.694728153629995,,166,101,5,2,0
-0.010335341355543063,-18.39982327444758,,474,455,32,75,37
-0.012420100758857962,-22.008268488643132,,179,163,12,36,17
7.685684983077708e-05,-29.061878926634392,,549,676,58,279,176
-0.028806087233239352,-23.717337888903085,,70,43,3,15,3
-0.004080335196258757,-42.88221831826861,,583,650,78,483,238
0.0101101836377985,-32.37449183615394,,300,470,59,291,249
-0.0004350630733468931,-28.697349618292574,,528,642,57,199,136
0.05226998077882359,-1230.1378384968523,,514,2216,168,4,369
-0.012520593336110986,-33.03687418500592,,304,276,34,154,48
-0.0029280217603269076,-28.38830804458117,,869,996,80,238,148
0.0035082543443009677,-36.06995552924938,,599,801,77,258,203
-0.00264232869903315,-29.763546603581258,,420,484,36,217,137
-0.012124982276491099,-27.957241593811926,,162,148,21,74,21
-0.010708491903749092,-36.02858958746273,,389,370,45,183,64
-0.023417249034675704,-29.688571295006476,,184,129,14,59,10
-0.0076963739469536885,-54.70038167410646,,132,134,3,0,3
-0.027579006345525275,-18.26138380084078,,91,57,7,10,2
-0.002360060059008521,-30.62485901106745,,301,349,48,257,123
-0.018854746745357604,-39.155338869417186,,773,604,47,217,57
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.01845430284412906,-7.497573618919327,,3,5,0,0,1
-0.034028603561322576,-11.994086301311011,,194,105,3,2,1
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.00192128115301769,-26.009882694412244,,433,557,56,266,171
0.044393810403705596,-356.8948875721865,,256,913,92,2,105
-0.0037084419940714964,-28.17844494092818,,688,774,82,300,149
-0.044486365650677914,-10.103799207688498,,1,0,0,0,0
-0.012225439372020527,-21.17980687181771,,588,539,43,144,55
0.0003277597235193013,-73.67636952129067,,1150,1425,97,486,322
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.07919259852319226,-17.556548547526848,,513,94,1,0,0
-0.003035935711668273,-22.19910701024648,,597,682,63,127,72
0.0492042011618271,-1406.768036539133,,603,2416,133,3,371
-0.0034985702229005274,-27.720342442968658,,766,866,83,261,143
-0.0192833110204903,-37.813413736012464,,324,250,7,34,26
0.000539253659117834,-41.53360788908656,,846,1054,86,364,225
-0.025563375974064176,-83.09872934977713,,396,263,40,120,11
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.017070883402997904,-55.56553665097273,,308,251,39,136,28
0.0040567531386090745,-3.13610548997388,,1,1,0,0,0
0.00845682970319087,-49.70007109467771,,422,635,62,68,61
0.055155401277909605,-590.1435860853197,,257,1187,107,4,223
-0.01217876378631395,-18.23818924771385,,185,169,17,52,16
0.0040567531386090745,-3.13610548997388,,1,1,0,0,0
0.0010004673868591893,-49.43306942936504,,163,205,31,232,160
-0.029694477865583862,-51.83268006801888,,169,101,16,56,4
-5.291105672974687e-05,-80.99946482840211,,1293,1588,109,435,377
0.0006281671725012804,-39.775035668812905,,579,723,54,264,203
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.019948243377893356,-23.329600857494125,,354,269,24,66,13
0.004360960336453632,-70.10201775053798,,1230,1680,157,763,606
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.015982644684811614,-27.946918877243675,,574,481,26,119,49
-0.03059794223054239,-16.839789863793136,,67,39,3,13,3
-0.01441063630544668,-82.77812755590163,,425,369,63,289,79
0.003937237817166852,-25.940625545884714,,320,432,39,199,143
-0.011542971973368985,-86.16387606706671,,398,371,67,301,100
0.0448271370082189,-770.1093773185211,,397,1432,73,3,195
-0.025032693639439777,-33.22361056032974,,249,167,17,65,10
0.00012143938113133145,-37.550865273026744,,1298,1601,157,566,316
-0.036279768554455374,-17.57050054927198,,188,96,7,11,2
-0.029607209146103503,-34.78787950635373,,130,78,11,35,3
0.001080072906679744,-35.954223561497884,,346,436,36,129,113
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.026032069196422144,-43.577142936285625,,474,312,29,108,16
0.0017463476752296236,-58.278779571755976,,844,1082,70,210,192
-0.008840451376990407,-22.171846288059637,,187,186,19,99,43
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.025427977529777938,-44.5914082720695,,29,65,2,1,9
-0.0027270471267117676,-21.409725285037414,,433,498,50,154,81
0.018484259270416133,-141.15758607119383,,1097,2102,203,1299,1554
-0.9999999,-174.85472302702422,,162,0,0,0,0
-0.9999999,-11.275732698886184,,66,0,0,0,0
-0.004707973038701907,-31.431276733437063,,533,585,65,275,114
-0.028568911243853475,-38.55237978149647,,204,126,15,53,5
-0.007548518997707583,-67.82349777783736,,493,505,86,291,97
-0.01949885489362991,-46.02751153580198,,297,228,30,131,28
-0.02977799277825285,-27.149154713544743,,198,119,11,34,3
-0.020152748112908188,-29.951390580486773,,246,186,20,80,18
-0.020382007871707634,-38.99448037133229,,292,220,27,96,17
-0.02810283200965607,-26.98003210474534,,2,1,0,3,0
-0.008245856746641347,-60.6065030658332,,165,166,4,0,4
-0.010825983762815374,-21.836288043349402,,613,581,37,48,28
-0.002787748895570029,-94.42728359651986,,18,20,8,61,1
-0.018241899829685538,-25.453673251473607,,483,383,22,108,43
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.004160927025254304,-32.18389621555684,,899,1000,102,409,205
-0.0013506060626979005,-25.83566845058443,,290,345,33,227,132
-0.0020906521120613647,-22.69060316958617,,667,780,71,149,85
0.039839776226036114,-217.60645180690216,,168,537,40,2,59
0.05184243690284091,-664.6852115298179,,247,1054,42,4,213
0.011985035321545427,-10.78058166725695,,7,11,0,0,2
-0.006425040270899476,-68.68456605419227,,240,253,50,325,148
0.034153643411782855,-148.59855491094038,,130,362,17,1,35
-0.018414206791575488,-15.128844791619564,,266,210,12,31,12
0.021166425070951945,-134.96784128829478,,161,329,13,0,21
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.004198296256516022,-62.82238433395012,,243,330,64,516,350
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.012324342726953316,-33.43891879628222,,283,258,33,148,45
-0.02531871488151564,-8.464907028546973,,34,22,1,2,0
-0.006605903219282198,-22.593542489306564,,545,572,50,169,84
